Name	Set	ImageFile	Rarity	Unique	Printable	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Recruitment Tactics	EM	ST2E-EN23020a	V	N	Y	23V020	Event	2								Assault.							Plays in your core. Order - Destroy this event to begin combat involving your Bajoran Resistance personnel. If you win, randomly select an opponent's personnel to be killed and you may take a Bajoran Resistance personnel from your discard pile and place him or her on your Bajor.
Event Horizon	EM	ST2E-EN23021	V	N	Y	23V021	Interrupt																When an opponent's personnel complete a mission, if you command a completed mission, lose 5 points to return each Persistent dilemma beneath that opponent's mission to its owner's dilemma pile.
Flaw in the Plan	EM	ST2E-EN23022	V	N	Y	23V022	Interrupt																When an opponent plays a personnel or places a personnel from hand on a headquarters mission, discard three unique personnel from hand to kill that personnel. Order - Kill four personnel you own.
Hate	EM	ST2E-EN23023a	V	N	Y	23V023	Interrupt																When a personnel gains a skill as a result of paying a cost, if you command a completed mission, lose 5 points to remove that personnel from the game.
My Patience Has Limits	EM	ST2E-EN23024	V	N	Y	23V024	Interrupt																To play this interrupt, you must command three  personnel. Order - Lose 5 points to name a dilemma. Choose an opponent to reveal all copies of that dilemma from his or her dilemma pile. You may remove a copy of that dilemma from the game (or lose 5 points to remove each copy of that dilemma from the game). That opponent shuffles and replaces his or her dilemma pile.
Quinn	EM	ST2E-EN23025	V	N	Y	23V025	Interrupt									Q. 							Order - Lose 5 points to make each player choose two events in play. All other events are destroyed.
Surprise Audit	EM	ST2E-EN23026	V	N	Y	23V026	Interrupt																When your personnel aboard a ship is facing a dilemma, lose 5 points to take a  personnel from beneath your Ferenginar and place him or her aboard that ship. That personnel joins the mission attempt.
Assess Contamination	EM	ST2E-EN23027	V	Y	Y	23V027	Mission		P	2	35	A	Any affiliation may attempt this mission.						2 Anthropology, Law, and Cunning>40				While your personnel are attempting this mission, prevent and overcome the first dilemma that has a cost of 1 or more and does not require a skill. You may do this only once each turn.
Falsify Distress Signal	EM	ST2E-EN23028	V	Y	Y	23V028	Mission		P	3	30	A	[Fer]						Acquisition, Programming, Treachery, and Cunning>33				Region: Ligos System. When you complete this mission, if you have six or more cards beneath your Ferenginar, you may lose 5 points to take an additional turn after this one.
Mine Vendarite	EM	ST2E-EN23029	V	Y	Y	23V029	Mission		S	2	30	A	[Car] [Dom] [Fer] [Rom]						2 Security, Treachery, and Strength>34				Region: Ligos System. When you complete this mission, if you command another completed Region: Ligos System mission or have a personnel in your brig, score 5 points and restore the Range of each ship you command.
Off-World Raid	EM	ST2E-EN23030	V	Y	Y	23V030	Mission		P	2	40	A	[Baj]						Geology, Leadership, Security, and (Integrity>38 or Strength>40)				When your personnel complete this mission, each player may shuffle each Assault event and each Hand Weapon in his or her discard pile into its owner's deck.
Furel, Resistance Scout	EM	ST2E-EN23031	V	Y	Y	23V031	Personnel	2					[Baj]	[Stf] [Pa]		Bajoran Resistance. 		Bajoran	 Astrometrics  Biology  Engineer  Security	5	6	6	Order - Lose 5 points to unstop up to two stopped Bajoran Resistance personnel present. You may do this only once each turn.
Gantt	EM	ST2E-EN23032	V	N	Y	23V032	Personnel	2					[Baj]	[Stf] [Pa]		Bajoran Resistance. 		Bajoran	 Anthropology  Exobiology  Medical  Science	6	5	6	
Halb Daier, Resistance Contact	EM	ST2E-EN23033	V	Y	Y	23V033	Personnel	2					[Baj]	[Stf] [Pa]		Bajoran Resistance. When you play this personnel, you may download No Love For the Spoon Heads.		Bajoran	 Physics  Security  Transporters	4	5	6	
Kira Nerys, Ih'valla	EM	ST2E-EN23034	V	Y	Y	23V034		1						[Cmd] Bajoran					¥Honor ¥Leadership	6	6	6	When you begin a mission attempt involving this personnel, you may lose 5 points to take up to two cards from your discard pile into hand.
Opaka, Collaborator	EM	ST2E-EN23035	V	Y	Y	23V035	Personnel	5					[Baj]	[Pa]		Kai.		Bajoran	 Anthropology  Diplomacy  Honor  2 Leadership	7	6	3	When you play this personnel, if you command Bajor and no other headquarters mission, you may score 5 points. Order - Lose 5 points to take a Bajoran Resistance personnel from your discard pile and place him or her on your Bajor. You may do this only once each turn.
Orta, Resistance Leader	EM	ST2E-EN23036	V	Y	Y	23V036	Personnel	3					[Baj]	[Cmd]		Bajoran Resistance. 		Bajoran	 Geology  Leadership  Security  Treachery	4	6	7	While this personnel is facing a dilemma, you may lose 5 points to make each Bajoran Resistance personnel present attributes +1 until the end of this turn. You may do this only once each turn.
Quen Paltra	EM	ST2E-EN23037	V	N	Y	23V037	Personnel	2					[Baj]	[Stf]		Bajoran Resistance. 		Bajoran	 Archaeology  Honor  Navigation  Programming	5	5	6	
Surmak Ren, Resistance Doctor	EM	ST2E-EN23038	V	Y	Y	23V038	Personnel	2					[Baj]	[Stf]		Bajoran Resistance. 		Bajoran	 Biology  Exobiology  Medical  Programming  Science	5	6	5	While this personnel is facing a dilemma, if he is present with two Bajoran Resistance personnel, you may lose 5 points to download an interrupt. You may do this only once each turn.
Broca, Leader of the Cardassian Union	EM	ST2E-EN23039	V	Y	Y	23V039	Personnel	2					[Car]	[Cmd]		Legate.		Cardassian	 Archaeology  Officer  Physics  Treachery	4	5	5	When you play this personnel, if you command three  personnel, you may discard the top six cards of your deck to score 5 points.
Eris, Harbinger of the Dominion	EM	ST2E-EN23040	V	Y	Y	23V040	Personnel	4					[Dom]	[Cmd]				Vorta	 Diplomacy  Medical  Transporters  Treachery	4	6	4	When you play this personnel, if you command a Founder and a Vorta, you may score 5 points. When you begin combat involving this personnel, randomly select an opponent's personnel present to be excluded from that combat.
Charles Whatley, Professional Admiral	EM	ST2E-EN23041	V	Y	Y	23V041	Personnel	2					[Fed]	[Cmd] [DS9]		Admiral.		Human	 Engineer  Law  Leadership  Officer  Security	5	6	6	When you play this personnel, you may lose 5 points to download up to two  personnel, then place them on your Mouth of the Wormhole.
Garth of Izar, Criminally Insane	EM	ST2E-EN23042	V	Y	Y	23V042	Personnel	1					[Fed]	[Cmd] [TOS] [Pa]		Shape-shifter. 		Human	 Exobiology  Leadership  2 Treachery	2	5	6	You may play this personnel at cost +5 to reveal the top card of an opponent's deck. If it is a personnel that opponent does not command, it is placed in your brig (that opponent now commands him or her) and this personnel gains each of that personnel's skills until the end of this turn.
Jarseh-Inyo, Federation President	EM	ST2E-EN23043	V	Y	Y	23V043	Personnel	3					[Fed]	[Cmd] [E]				Grazerite	 Diplomacy  2 Honor  Law  2 Leadership	7	6	4	When you play this personnel, you may lose 5 points to download up to three  personnel, then place them on your headquarters where each personnel could be played.
Luther Sloan, Man of Action	EM	ST2E-EN23044	V	Y	Y	23V044	Personnel	3					[Fed]	[Cmd] [DS9]				Human	 Anthropology  Intelligence  Programming  2 Security  2 Treachery	2	6	5	Order - Remove your event from the game and return this personnel to his owner's hand to destroy an opponent's event.
Richard Galen, Legendary Archaeologist	EM	ST2E-EN23045	V	Y	Y	23V045	Personnel	4					[Fed]	[Stf] [E]				Human	 2 Archaeology  Exobiology  Geology  Navigation  Science	5	7	4	When you play this personnel, you may download an Artifact. While this personnel is facing a dilemma, you may lose 5 points to have a personnel present gain all skills that this mission has in its requirements until the end of this mission attempt.
DaiMon Solok, Cargo Runner	EM	ST2E-EN23046	V	Y	Y	23V046	Personnel	4					[Fer]	[Cmd]		Smuggler.		Ferengi	 Acquisition  Anthropology  Engineer  Navigation  Officer  Transporters	5	5	4	To play this personnel, place the top card of your dilemma pile underneath a non-headquarters mission of the opponent to your right's choice. When you play this personnel, if you command three  personnel, score 5 points.
Croden, Dissembler	EM	ST2E-EN23047	V	Y	Y	23V047	Personnel	4					[NA]	[Stf]		Thief.		Rakhari	 Astrometrics  Geology  Navigation  Science  Treachery	3	5	5	When you play this personnel, choose an opponent to choose one: the next card you play this turn is cost -4 or you score 5 points.
Deanna Troi, Durango	EM	ST2E-EN23048	V	Y	Y	23V048	Personnel	2					[NA]	[Stf]				Betazoid/Human	 Anthropology  Honor  Security  Telepathy	6	5	4	When an opponent plays a Security personnel or places a Security personnel from hand on a headquarters mission, you may discard two cards from hand to stop that personnel.
Emck, Export Controller	EM	ST2E-EN23049	V	Y	Y	23V049	Personnel	3					[NA]	[Cmd]		Commander: Eleventh Gradient. 		Malon	 Acquisition  Biology  Leadership  Medical  Navigation  Physics  Treachery	4	5	5	When you are about to play this personnel, you may lose 5 points to do any or all of the following: play him at cost -3, play him aboard your ship, download a  personnel.
Kaitaama, Precious Cargo	EM	ST2E-EN23050	V	Y	Y	23V050	Personnel	4					[NA]	[Pa]				Kriosian	 Anthropology  Diplomacy  Law  Ledership	6	5	4	When this personnel is about to be placed in a brig, return her to her owner's hand. When this personnel is killed by a dilemma, score 5 points. When this personnel is stopped by a dilemma, draw a card.
Donatra, Honorable Commander	EM	ST2E-EN23051	V	Y	Y	23V051	Personnel	5					[Rom]	[Cmd]		Commander: Valdore. 		Romulan	 Diplomacy  Honor  Leadership  Navigation  Officer  Physics	5	6	5	While this personnel is facing a dilemma that has a cost of 1 or more and does not require a skill, you may return this personnel to her owner's hand to prevent and overcome that dilemma.
Te'nari, Resistance Flagship	EM	ST2E-EN23052	V	Y	Y	23V052	Ship	5					[Baj]		[Cmd] [Stf] 		Perikian Class			5	6	5	While you command three Bajoran Resistance personnel aboard this ship, it is attributes +2. You may pay the cost of losing 5 points to use an ability on one of your Bajoran Resistance personnel at this mission by destroying your Hand Weapon he or she is equipped with or your Assault event that has a cost of 1 or more.
U.S.S. Enterprise-D, Diplomatic Envoy	EM	ST2E-EN23053	V	Y	Y	23V053	Ship	6					[Fed]		[Cmd] [Stf] [Stf] [Stf] 		[TNG] Galaxy Class			8	8	9	When you complete this mission, if this ship is staffed, score 5 points. When you complete this mission, if this ship's Commander is aboard, each player scores 5 points.
Eleventh Gradient	EM	ST2E-EN23054	V	Y	Y	23V054	Ship	7					[NA]		[Cmd] [Stf] [Stf] [Stf] 		Freighter Class						
Indebtedness	VP	STVP-EN30	VP	Y	Y	0VP030	Event	1															Plays in your core. Order - Draw a card and then discard a card from hand. You may do this only once each turn.
Worf Chief of Security	VP	STVP-EN12	VP	Y	Y	0VP012	Personnel	4					[Fed]	[Stf] [TNG]				Klingon	Anthropology 2 Honor Officer Security	8	5	8	When your [TNG] personnel present is about to be stopped by a dilemma, you may stop this personnel instead.
Jean-Luc Picard Genial Captain	VP	STVP-EN31	VP	Y	Y	0VP031	Personnel	3					[Fed]	[Cmd] [TNG]		Commander: U.S.S. Enterprise-D. 		Human	Archaeology Diplomacy Honor Leadership Officer	8	6	6	When you play this personnel, you may download U.S.S. Enterprise-D.
Surprise Party	VP	STVP-EN087	VP	Y	Y	0VP087	Event	2															Plays in your core. You may spend an additional counter each turn.	
