Name	Set	ImageFile	Rarity	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Species/Class	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
The Promise	SE	ST2E-EN01143	S	1S143	Interrupt	0														When your [Kli] personnel is facing a dilemma, he or she gains all skills and attributes on a [Kli] personnel in your discard pile. This effect lasts until the end of that dilemma.
The Tides of Fortune	SE	ST2E-EN01144ab	U	1U144	Interrupt	0														When your non-Consume space dilemma is revealed from your dilemma stack, if your staffed [Rom] ship is at that mission, that ship and your personnel aboard it face that dilemma instead. Score 10 points.
Ties of Blood and Water	SE	ST2E-EN01145	S	1S145	Interrupt	0														When your [Baj] personnel is facing a dilemma, he or she gains all skills on a [Baj] personnel in your discard pile. This effect lasts until the end of that dilemma.
Torture	SE	ST2E-EN01146	U	1U146	Interrupt	0								Punishment. 						You may play only one copy of this interrupt each turn.  Order - Choose one of your captives. Each of your Intelligence personnel gains that captive's skills until the end of your turn.
Twist of Fate	SE	ST2E-EN01147	R	1R147	Interrupt	0														When your [Rom] personnel is about to be killed, randomly select another of your personnel present to be killed instead.
Abduction Plot	SE	ST2E-EN01148	S	1S148	Mission	0	S	3	35	A	[Car] [Dom] [Rom]					Transporters, Treachery, Cunning>34, and (Intelligence and Leadership or Law and Officer)				
Access Relay Station	SE	ST2E-EN01149	U	1U149	Mission	0	P	2	35	G	[Baj] [Car] [Fed] [Kli] [Rom]					2 Programming, Cunning>34, and (Engineer and Officer or Intelligence and Security)				
Acquire Illicit Explosives	SE	ST2E-EN01150	U	1U150	Mission	0	S	2	30	A	[Baj] [Car] [Fer]			Region: Bajor System. 		Physics, Treachery, Cunning>30, and (Astrometrics or Engineer)				
Amnesty Talks	SE	ST2E-EN01151	U	1U151	Mission	0	S	3	35	A	Any					Anthropology, 2 Diplomacy, Law and Integrity>31 or Leadership, Security, 2 Treachery, and Cunning>36				
Bajor Gift of the Prophets	SE	ST2E-EN01152	U	1U152	Mission	0	H	2	0	A	Homeworld			Region: Bajor System. 		You may play [Baj] cards, [NA] cards, and equipment at this mission.				
Cardassia Prime Hardscrabble World	SE	ST2E-EN01153	U	1U153	Mission	0	H	2	0	A	Homeworld			Region: Cardassia System. 		You may play [Car] cards, [NA] cards, and equipment at this mission.				
Cargo Rendezvous	SE	ST2E-EN01154	U	1U154	Mission	0	P	2	30	A	[Baj] [Fed] [Fer] [Kli] [Rom]					Engineer, Physics, Transporters, and Integrity>29 or Acquisition, Transporters, Treachery, and Cunning>34				
Changeling Research	SE	ST2E-EN01155	U	1U155	Mission	0	P	2	45	G	[Baj] [Car] [Fed] [Rom]					2 Exobiology, Geology, 3 Science, and Cunning>42				
Chart Stellar Cluster	SE	ST2E-EN01156	U	1U156	Mission	0	S	4	35	G	[Bor] [Car] [Fed] [Fer] [Rom]					2 Astrometrics, Programming, 2 Science, and Cunning>34				
Collect Sample	SE	ST2E-EN01157	U	1U157	Mission	0	S	3	35	A	[Car] [Dom] [Fer] [Kli] [Rom]					Physics, 2 Science, Transporters, and Cunning>34				
Colony Preparations	SE	ST2E-EN01158	U	1U158	Mission	0	P	2	35	G	[Baj] [Car] [Fed] [Kli] [Rom]					Biology, Geology, Science, Security, and Strength>34				
Cure Blight	SE	ST2E-EN01159	U	1U159	Mission	0	P	2	40	G	[Baj] [Fed]					Anthropology, 3 Medical, Science, and Cunning>36				
Deliver Supplies	SE	ST2E-EN01160	U	1U160	Mission	0	P	2	30	A	[Baj] [Fed] [Fer] [NA]					Navigation, Transporters, Strength>28, and (Acquisition or Honor)				
Earth Cradle of the Federation	SE	ST2E-EN01161	S	1S161	Mission	0	H	2	0	A	Homeworld			Region: Sector 001. 		You may play [TNG] cards, [E] cards, [NA] cards, and equipment at this mission.				
Earth Home of Starfleet Command	SE	ST2E-EN01162	U	1U162	Mission	0	H	2	0	A	Homeworld			Region: Sector 001. 		You may play [Fed][DS9] cards, [E] cards, [NA] cards, and equipment at this mission.				
Eliminate Harvesters	SE	ST2E-EN01163	U	1U163	Mission	0	P	2	30	A	[Car] [Fed] [Kli] [NA] [Rom]					Exobiology, Medical, Programming, and Integrity>27 or Intelligence, Medical, Treachery, and Cunning>28				
Encounter at Farpoint	SE	ST2E-EN01164	U	1U164	Mission	0	P	2	30	A	Any					Exobiology, Honor, Telepathy, and Integrity>25 or Acquisition, Diplomacy, Treachery, and Cunning>30				
Evacuate Colony	SE	ST2E-EN01165	U	1U165	Mission	0	P	2	35	A	[Car] [Fed]			Region: Demilitarized Zone. 		Anthropology, 2 Diplomacy, Honor and Integrity>31 or Officer, Security, 2 Treachery, and Strength>34				You cannot complete this mission if your [Maq] personnel is on this planet.
Excavation	SE	ST2E-EN01166	U	1U166	Mission	0	P	2	30	A	[Fed] [Fer] [Rom]					Anthropology, 2 Archaeology, and Cunning>30				
Explore Black Cluster	SE	ST2E-EN01167ab	S	1S167	Mission	0	S	4	35	A	Any except [Bor]					Astrometrics, Leadership, Physics, Science, and Cunning>34				
Extraction	SE	ST2E-EN01168	U	1U168	Mission	0	P	2	35	A	Any					Biology, Medical, Treachery, Cunning>36, and (Diplomacy or Intelligence)				
Feldomite Rush	SE	ST2E-EN01169ab	U	1U169	Mission	0	P	2	30	A	Any except [Bor]					Engineer, Geology, Cunning>28, and (Acquisition or Law or 2 Treachery)				
Fissure Research	SE	ST2E-EN01170	S	1S170	Mission	0	S	3	35	A	Any					Astrometrics, Engineer, Physics, Science, and Cunning>36				
Geological Survey	SE	ST2E-EN01171	S	1S171	Mission	0	P	2	30	A	[Car] [Fed] [Fer] [NA]					Geology, Physics, Science, and Cunning>30				When you complete this mission, if your personnel completing it have 2 Acquisition or 2 Geology, score 5 points.
Host Metaphasic Shielding Test	SE	ST2E-EN01172	S	1S172	Mission	0	S	3	35	A	Any					Diplomacy, Engineer, Navigation, Science, and Integrity>29				
Hunt for DNA Program	SE	ST2E-EN01173	U	1U173	Mission	0	P	2	50	A	Any					2 Archaeology, 2 Biology, Leadership, Programming, Cunning>44, and (Honor or Treachery)				
Iconia Investigation	SE	ST2E-EN01174	U	1U174	Mission	0	P	2	35	A	[Dom] [Fed] [Rom]			Region: Neutral Zone. 		2 Archaeology, 2 Programming, and Cunning>32				
Intercept Maquis	SE	ST2E-EN01175	U	1U175	Mission	0	S	3	35	A	[Car] [Fed]			Region: Demilitarized Zone. 		2 Leadership, Officer, Security, and Cunning>36				You cannot complete this mission using a ship that has a [Maq] personnel aboard.
Intercept Renegade	SE	ST2E-EN01176	S	1S176	Mission	0	S	3	35	A	[Car] [Fed] [Rom]					2 Intelligence, 2 Treachery, and Cunning>34 or 2 Leadership, Officer, Security, and Integrity>33				
Investigate Alien Probe	SE	ST2E-EN01177	U	1U177	Mission	0	S	3	30	A	Any					Anthropology, Biology, Programming, and Integrity>25				
Investigate Coup	SE	ST2E-EN01178	S	1S178	Mission	0	P	2	35	A	[Baj] [Fed] [Rom]					Leadership, Navigation, Officer, Security, and Strength>36				
Investigate Massacre	SE	ST2E-EN01179ab	U	1U179	Mission	0	P	2	30	A	[Fed] [Rom]			Region: Neutral Zone. 		Diplomacy, 2 Science, and Cunning>28				
Investigate Rogue Comet	SE	ST2E-EN01180	S	1S180	Mission	0	S	3	35	A	Any					Anthropology, Archaeology, Engineer, Programming, and Cunning>34				
Investigate Rumors	SE	ST2E-EN01181	U	1U181	Mission	0	S	4	30	G	[Baj] [Car] [Fed] [Rom]			Nebula. 		Astrometrics, Navigation, Science, and Cunning>30				
Investigate Sighting	SE	ST2E-EN01182	U	1U182	Mission	0	S	3	30	A	[Fed] [Rom]					Exobiology, 2 Treachery, and Cunning>28 or 2 Telepathy and Integrity>29				
Khitomer Investigation	SE	ST2E-EN01183	S	1S183	Mission	0	P	2	35	A	[Kli] [Rom]					Programming, Security, Cunning>32, and (2 Honor or 2 Treachery)				
Kressari Rendezvous	SE	ST2E-EN01184ab	U	1U184	Mission	0	S	2	30	A	[Baj] [Car] [Fer]			Region: Cardassia System. 		Officer, 2 Treachery, and Strength>30				When you complete this mission, you may place up to three of your Hand Weapons aboard the completing ship in their owners' discard piles.  Score 5 points for each.
Medical Relief	SE	ST2E-EN01185	U	1U185	Mission	0	P	2	30	A	[Fed] [Kli]					Biology, Exobiology, Medical, and Cunning>32				
Military Exercises	SE	ST2E-EN01186	U	1U186	Mission	0	S	3	35	A	[Car] [Dom] [Fed] [Kli] [Rom]					Leadership, 2 Officer, Security, and Cunning>34				
Mining Survey	SE	ST2E-EN01187	S	1S187	Mission	0	S	3	35	A	Any					Engineer, Geology, Physics, Science, and Cunning>34				
Mouth of the Wormhole Deep Space 9	SE	ST2E-EN01188	S	1S188	Mission	0	H	1	0	A	Homeworld			Region: Bajor System. 		You may play [DS9] cards, [NA] cards, and equipment at this mission.				When any player is about to move a ship between this mission and a [GQ] mission, do not add 2 to the span total of those missions.
Pegasus Search	SE	ST2E-EN01189	U	1U189	Mission	0	S	3	50	A	Any					2 Astrometrics, Engineer, 2 Navigation, Physics, Treachery, and Cunning>44				
Plague Planet	SE	ST2E-EN01190	U	1U190	Mission	0	P	2	30	A	[Car] [Dom] [Fed] [NA] [Rom]					Archaeology, Biology, Medical, and Cunning>30				
Qo'noS Heart of the Empire	SE	ST2E-EN01191	S	1S191	Mission	0	H	2	0	A	Homeworld					You may play [Kli] cards, [NA] cards, and equipment at this mission.				
Qualor II Rendezvous	SE	ST2E-EN01192	U	1U192	Mission	0	P	2	30	A	[Fed] [Fer] [NA]					Acquisition, Security, Treachery, and Cunning>30				
Quest for the Sword of Kahless	SE	ST2E-EN01193	U	1U193	Mission	0	P	2	40	G	[Car] [Fer] [Kli] [Rom]					Archaeology, Leadership, 2 Science, Strength>38 and (Honor or Treachery)				
Rescue Prisoners	SE	ST2E-EN01194	U	1U194	Mission	0	P	1	30	A	[Baj] [Fed] [Kli]			Region: Cardassia System. 		Leadership, Security, Transporters, and Strength>30				When you complete this mission, you may take one of your personnel from an opponent's brig and place him or her on your headquarters mission.
Romulus Seat of Power	SE	ST2E-EN01195	S	1S195	Mission	0	H	2	0	A	Homeworld			Region: Romulus System. 		You may play [Rom] cards, [NA] cards, and equipment at this mission.				
Runabout Search	SE	ST2E-EN01196	U	1U196	Mission	0	P	2	35	A	[Baj] [Fed] [Fer]					Medical, Science, Transporters, Cunning>32, and (Acquisition or Honor)				When you complete this mission, if your ship is at this mission, you may take a [Baj] personnel or a [Fed] personnel from your discard pile and place it aboard that ship.
Search and Rescue	SE	ST2E-EN01197	U	1U197	Mission	0	P	2	35	A	[Baj] [Fed]			Region: Badlands. 		Leadership, 2 Navigation, Security, and Strength>34				You cannot complete this mission if your [Maq] personnel is on this planet.
Search for Survivors	SE	ST2E-EN01198	S	1S198	Mission	0	P	2	35	A	[Baj] [Car]					Leadership, Officer, Programming, Security, and Strength>36				
Security Briefing	SE	ST2E-EN01199	S	1S199	Mission	0	P	2	35	A	[Baj] [Car] [Dom]					2 Diplomacy, 2 Security, and Cunning>32				
Sensitive Search	SE	ST2E-EN01200	S	1S200	Mission	0	P	2	30	A	[Fed] [Fer] [Kli] [Rom]					Programming, Security, Cunning>30, and (Acquisition or Honor or Law or Treachery)				
Study Cometary Cloud	SE	ST2E-EN01201	S	1S201	Mission	0	S	3	35	A	[Dom] [Fer] [Kli] [NA] [Rom]					Astrometrics, Navigation, Programming, Cunning>34, and (Acquisition or Security)				
Supervise Dilithium Mine	SE	ST2E-EN01202	S	1S202	Mission	0	P	1	35	A	[Rom]			Region: Romulus System. 		2 Geology, Leadership, Security, and Strength>34				
Surgery Under Fire	SE	ST2E-EN01203	S	1S203	Mission	0	P	2	35	A	[Fed] [Kli]					Biology, Leadership, Medical, Officer, and Strength>36				
Uncover DNA Clues	SE	ST2E-EN01204	U	1U204	Mission	0	P	2	30	A	Any					Archaeology, Exobiology, Science, and Cunning>30				
Verify Evidence	SE	ST2E-EN01205	U	1U205	Mission	0	S	3	35	A	[Baj] [Car]			Region: Badlands. 		Leadership, 2 Navigation, Science, and Cunning>34				
