Name	Set	ImageFile	Rarity	Unique	Printable	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Stupefy	RTS	STVE-EN17013	V	N	Y	17V013	Dilemma	0	D							Consume: 1. 							Place this dilemma in your core. When your opponent's dilemma is revealed, he or she may remove this dilemma from the game to add one level of one skill that is in that dilemma's requirements to that requirement until the end of dilemma.
Unorthodox Tactics	RTS	STVE-EN17016	V	N	Y	17V016	Dilemma	1	S														Unless you command more ships than your opponent or command an event that has a cost of 4 or more, place this dilemma in your core. When an engagement begins, this dilemma's owner may remove this dilemma from the game to make a ship Weapons +4 and Shields +6 until the end of the turn.
Horga'hn	RTS	STVE-EN17019	V	Y	Y	17V019	Equipment	3								Artifact. 							Order - Choose any number of your stopped personnel present who have a cost of 4 or more. Shuffle this equipment into its owner's deck to unstop each of those personnel.
Always Welcome	RTS	STVE-EN17021	V	N	Y	17V021	Event	0															To play this event, you must command six [TNG] personnel. Plays in your core. When you play a [Fed] personnel that costs 4 or more, each player may choose one: draw a card; or discard a card from hand to draw two cards.
Coordinated Counterattack	RTS	STVE-EN17023	V	N	Y	17V023	Event	3															To play this event, you must command six [TOS] personnel. Plays in your core. Opponent's personnel cannot gain skills.
Defensive Upgrades	RTS	STVE-EN17024	V	N	Y	17V024	Event	1															To play this event, you must command six [DS9] personnel. Plays in your core. When your event is about to be destroyed by a card an opponent owns, you may destroy this event instead. When your event or interrupt is about to be prevented, you may destroy this event instead.
Ensnared	RTS	STVE-EN17027	V	N	Y	17V027	Event	2								Capture. 							To play this event, you must command six [Car] personnel. Name a personnel and choose an opponent to reveal each copy of that personnel he or she commands. You may discard the top five cards of your deck to choose one of those personnel at a non-headquarters mission and place him or her in your brig. Remove this event from the game.
Favor the Bold	RTS	STVE-EN17028	V	N	Y	17V028	Event	4								Temporal. 							To play this event, you must command three personnel who have a cost of 4 or more. Lose 5 points to choose your completed mission. Return each dilemma beneath that mission to their owner's dilemma piles. That mission is no longer completed. Remove this event from the game.
For Better or For Worse	RTS	STVE-EN17029	V	N	Y	17V029	Event	2															To play this event, you must command six [Voy] personnel. Plays in your core. At the start of each of your turns, each player places the top cards of his or her dilemma pile beneath the opponent on his or her left's incomplete non-headquarters mission.
Noble Intentions	RTS	STVE-EN17034	V	Y	Y	17V034	Event	0															To play this event, you must command six [SF] personnel. Plays in your core. When you play a [SF] personnel, you may discard the top card of your deck to download a personnel of a different species. If neither of those personnel are Human, you may draw a card. You may do this only once each turn.
Relentless Charge	RTS	STVE-EN17036	V	Y	Y	17V036	Event	1															To play this event, you must command six [Dom] personnel. Plays in your core. At the start of each player's turn, you may remove this event from the game to make that player choose one: stop his or her staffed ship at a non-headquarters mission; kill a personnel he or she commands; or lose 5 points.
Tenuous Alliance	RTS	STVE-EN17037	V	N	Y	17V037	Event	4															To play this event, you must command Mouth of the Wormhole and six [TN] personnel. Choose one of your [TN] personnel. Each player removes from the game a number of cards from the top of their dilemma pile equal to the cost of that personnel. Remove this event from the game.
Wariness	RTS	STVE-EN17038	V	Y	Y	17V038	Event	4															To play this event, you must command six [Rom] personnel. Plays in your core. While an opponent owns six cards that have been removed from the game, your [Rom] personnel that cost 4 or more may be excluded from random selections.
Alarming Rumors	RTS	STVE-EN17039	V	N	Y	17V039	Interrupt	0															To play this interrupt, you must command Athos IV and six [Maq] personnel. When an opponent plays a non-ship card, discard a card of the same card type from hand to prevent that and place that card on top of its owner's deck.
Down to Business	RTS	STVE-EN17041	V	N	Y	17V041	Interrupt	0															To play this interrupt, you must command six [Fer] personnel. Order - Each player discards a random card from hand. The owner of the discarded card that has the highest cost takes a dilemma they own from beneath an opponent's mission and returns it to their dilemma pile. (In the case of a tie, prevent this interrupt and place it on the bottom of its owner's deck.)
Improved Scenery	RTS	STVE-EN17042	V	N	Y	17V042	Interrupt	0															Order - Discard a random card from hand to examine a number of dilemmas on the top of an opponent's dilemma pile equal to the cost of the discarded card. Remove this interrupt from the game.
Demonstrate Aggressive Intent	RTS	STVE-EN17045	V	Y	Y	17V045	Mission	0	S	3	40	G	Any affiliation (except [Baj] or [Fed]) may attempt this mission.						Astrometrics, Honor, Navigation, Officer, Security, and Cunning>40				When your personnel complete this mission, you may destroy your staffed ship that costs 5 or more here to download two Damage cards and place them on an opponent's ship.
Explore Extradimensional World	RTS	STVE-EN17046	V	Y	Y	17V046	Mission	0	P	2	40	G	Any affiliation (except [Bor]) may attempt this mission.						Anthropology, 2 Exobiology, Science, Transporters, and Cunning>32				Your personnel cannot attempt this mission if it was attempted by your personnel on your previous turn.
Protect Wormhole	RTS	STVE-EN17049	V	Y	Y	17V049	Mission	0	S	3	40	G	[Baj] [Fed] [Car]						Astrometrics, Engineer, 2 Navigation, Science, and Cunning>40				When any player is about to move a ship between this mission and Region: Bajor System mission, do not add 2 to the span total of those missions.
Kira Nerys Lela	RTS	STVE-EN17052	V	Y	Y	17V052	Personnel	3					Bajoran	[Cmd][DS9]		Host. 		Bajoran	Diplomacy Honor Law Leadership Officer Security	6	6	6	When you play this personnel, you may take a card from your discard pile into hand.
Shakaar Edon First Minister of Bajor	RTS	STVE-EN17053	V	Y	Y	17V053	Personnel	4					Bajoran	[Cmd]				Bajoran	Diplomacy 2 Honor Law 2 Leadership	7	6	6	When you play this personnel, if you have completed a mission requiring Anthropology or Leadership, he is cost -4. When you complete a mission worth 40 or more points, you may unstop each of your stopped [Baj] personnel.
Nador Curious Commander	RTS	STVE-EN17056	V	Y	Y	17V056	Personnel	4					Cardassian	[Cmd][AU]		Commander: Rokassa. Gul. 		Cardassian	Archaeology Astrometrics Geology Law Navigation Officer Physics Treachery	3	6	6	When you play this personnel, if you have completed a mission requiring Officer or Treachery, he is cost -4. While you have completed a mission worth 40 or more points each [AU] personnel present is attributes +1.
Breen Founder Persuader	RTS	STVE-EN17057	V	Y	Y	17V057	Personnel	4					Dominion	[Stf]		Founder. Infiltrator. Shape-shifter. 		Changeling	Archaeology Engineer Exobiology Geology Intelligence Science Transporters	4	7	7	When you play this personnel, if you have completed a mission requiring Engineer or Science, she is cost -4.
Cal Hudson Convincing Recruiter	RTS	STVE-EN17059	V	Y	Y	17V059	Personnel	4					Federation	[Cmd][Maq]		Commander: Javert. 		Human	Diplomacy Law Leadership Navigation Physics Security Treachery	4	6	6	When you play this personnel, if you command a completed mission requiring Leadership or Security, he is cost -4. Each [Fed] personnel present gains [Maq].
Geordi La Forge Battleship Engineer	RTS	STVE-EN17060	V	Y	Y	17V060	Personnel	4					Federation	[Stf][TNG][AU]				Human	Astrometrics 2 Engineer Honor Physics Programming Science	6	6	5	Order - If this personnel is present with your personnel who has a cost of 4 or more and he is aboard your [TNG] ship, return him to his owner's hand to place that ship at your mission.
Kathryn Janeway Regretful Leader	RTS	STVE-EN17062	V	Y	Y	17V062	Personnel	4					Federation	[Cmd][Voy][Fut]		Admiral. 		Human	Biology Diplomacy Engineer Leadership Officer Physics Programming Science	5	6	4	When you play this personnel, if you command a completed mission requiring Engineer or Science, she is cost -4. When you play this personnel, each player may download an equipment card or a Temporal card.
Tristan Adams Deranged Psychiatrist	RTS	STVE-EN17064	V	Y	Y	17V064	Personnel	2					Federation	[Stf][TOS][Pa]				Human	Anthropology 2 Medical Science Treachery	4	6	5	You may play this personnel at cost +2 to name a dilemma. Each copy of that dilemmas this personnel faces this turn is prevented and overcome. When you play this personnel, if you command a completed mission requiring Anthropology or Treachery, he is cost -4.
William Ross "Temporary" Ally	RTS	STVE-EN17065	V	Y	Y	17V065	Personnel	4					Federation	[Cmd][DS9]		Admiral. Commander: U.S.S. Bellerophon. 		Human	Astrometrics Diplomacy Law Leadership Navigation Officer Science Security	5	6	6	When you play this personnel, if you have completed a mission requiring Diplomacy or Officer, he is cost -4. While facing a dilemma, this personnel gains Intelligence and Treachery.
Brunt Acting Grand Nagus	RTS	STVE-EN17066	V	Y	Y	17V066	Personnel	4					Ferengi	[Stf]				Ferengi	Acquisition Law Leadership Programming Treachery	3	6	4	When you play this personnel, if you have completed a mission requiring Acquisition or Treachery, he is cost -4. When you play this personnel, if you command a mission worth 40 or more points and three [Fer] personnel, score 5 points.
Uri'lash Silent Servant	RTS	STVE-EN17068	V	Y	Y	17V068	Personnel	3					Ferengi	[Stf]				Hupyrian	Biology Navigation 2 Security Treachery	4	5	7	Order - Stop your [Fer] Treachery personnel present to take a card from beneath your Ferenginar into hand. You may do this only once each turn.
Assassin Team	RTS	STVE-EN17001	V	N	Y	17V001	Dilemma	4	P														Your opponent chooses a personnel to be stopped. If he or she commands three Assassin personnel, that personnel is killed instead and all of your personnel are stopped.
K'mpec Protector of the Empire	RTS	STVE-EN17069	V	Y	Y	17V069	Personnel	3					Klingon	[Cmd]		Chancellor. 		Klingon	Diplomacy Law 2 Leadership Security	5	7	6	At the start of each of your turns, you may stop six [Kli] Leadership personnel you command to spend 5 additional counters this turn.
Syrran Desert Wind	RTS	STVE-EN17074	V	Y	Y	17V074	Personnel	5					Non-Aligned	[Cmd][Pa]		Dissident. 		Vulcan	Anthropology Archaeology Diplomacy 2 Honor Leadership	8	7	7	When this personnel begins a mission attempt at a mission worth 40 or more points, you may draw two cards.
T'Les Syrrannite	RTS	STVE-EN17075	V	Y	Y	17V075	Personnel	3					Non-Aligned	[Stf][Pa]		Dissident. 		Vulcan	Exobiology Geology Honor 2 Science	6	7	6	When this personnel begins a mission attempt at a mission worth 40 or more points, you may choose a personnel present. That personnel gains Dissident until the end of this turn.
T'Pau Syrrannite	RTS	STVE-EN17076	V	Y	Y	17V076	Personnel	4					Non-Aligned	[Cmd][Pa]		Dissident. 		Vulcan	Archaeology Geology Honor 2 Leadership Physics	7	7	6	When this personnel begins a mission attempt at a mission worth 40 or more points, she may gain each skill from a Dissident present until the end of this turn.
Taibak Prodigious Conditioner	RTS	STVE-EN17078	V	Y	Y	17V078	Personnel	4					Romulan	[Cmd]				Romulan	Biology Engineer Exobiology Medical Programming 2 Science Treachery	2	3	3	When you play this personnel, if you command a completed mission requiring Exobiology or Science, he is cost -4. This personnel is Cunning +1 and Strength +1 for each different card type an opponent owns that has been removed from the game.
A. G. Robinson Prototype Captain	RTS	STVE-EN17080	V	Y	Y	17V080	Personnel	4					Starfleet	[Cmd][Pa]		Commander: NX-Prototype. 		Human	Astrometrics Engineer Honor Leadership 2 Navigation Officer Science	6	6	6	When you play this personnel, if you command a completed mission requiring Astrometrics or Navigation, he is cost -4. Each of your [SF] ships is attributes +1.
Rokassa Tampering Vessel	RTS	STVE-EN17083	V	Y	Y	17V083	Ship	6					Cardassian	[AU]	[Cmd][Stf][Stf]		Galor Class			8	8	8	While your corresponding Commander is aboard this ship, each [Car] personnel aboard this ship gains [AU].
Javert Maquis Flagship	RTS	STVE-EN17084a	V	Y	Y	17V084	Ship	5					Federation	[Maq]	[Cmd]		Condor Class			6	6	6	While this ship is at your [Fed] mission that is worth 40 or less points and your corresponding Commander is aboard this ship, your personnel may attempt and complete that mission, regardless of effects preventing [Maq] personnel (or ships those personnel are aboard) from doing so, with these requirements: Leadership, Security, Treachery, and Strength>36.
